claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score,days_to_incident
12IM29NNQ,2018-01-23,2018-09-16,2205.72,UT,SUV,Side-impact,V2 entered wrong lane and collided with V1,claimant,24508,22,1,0,0.09,236
PNJI8FG7S,2018-06-14,2019-06-14,78197.22,TX,SUV,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,90927,41,1,0,0.86,365
1RDOLPGU8,2021-05-05,2022-04-02,1797.68,CO,Van,Theft,V1 was missing after being parked overnight,claimant,89884,25,0,0,0.02,332
NQPCKBQRG,2018-03-01,2018-09-22,66143.11,AZ,Sedan,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,90607,69,3,0,0.73,205
ERY74R21F,2022-08-17,2022-08-22,14198.4,MH,Truck,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,20880,42,4,1,0.68,5
9LQ6W67VZ,2019-09-21,2019-12-29,1050.0,OH,SUV,Weather Damage,V2 failed to stop and struck V1 from behind,insured,15000,38,0,0,0.07,99
O05D8L8DJ,2020-10-29,2021-05-29,12375.35,MA,Van,Theft,V2 rear-ended V1 while stopped at a red light,insured,95195,80,0,0,0.13,212
0EK3LNKOH,2021-06-08,2022-03-09,22104.99,AK,Coupe,Backing Collision,V1 was damaged by falling tree during storm,insured,27981,70,0,0,0.79,274
67P7Q4ZD6,2020-09-15,2021-01-22,38000.0,SD,Coupe,Weather Damage,V2 turned left and struck the side of V1,insured,100000,70,0,0,0.38,129
AOVL7XTR3,2020-11-20,2021-06-14,30000.0,NE,Van,Head-on Collision,V1 was damaged by falling tree during storm,claimant,100000,80,1,0,0.3,206
GAE9DR5DB,2021-09-20,2022-04-20,3579.62,AS,Truck,Backing Collision,V2 turned left and struck the side of V1,claimant,32542,37,4,0,0.11,212
DXBDEHHD8,2018-03-31,2018-12-06,3000.0,SC,Van,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,100000,38,1,0,0.03,250
WXQBILVM4,2021-07-19,2022-01-12,12475.98,NY,SUV,Side-impact,V1 struck V2 while reversing from parking spot,claimant,18903,41,3,0,0.66,177
JBUX476KE,2020-01-24,2020-11-14,2151.44,TX,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,53786,37,3,0,0.04,295
OC6P3FKE5,2022-06-14,2023-04-07,11250.0,TX,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,15000,58,3,0,0.75,297
H1G8Z44J9,2020-06-12,2021-04-13,1000.0,MH,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,100000,55,0,0,0.01,305
LKOPJ1FI4,2020-07-27,2020-11-26,87826.0,IL,Sedan,Rear-end Collision,V1 was missing after being parked overnight,claimant,87826,70,2,1,1.0,122
X65ECC7JB,2018-11-26,2019-05-13,269.58,SD,SUV,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,26958,44,0,0,0.01,168
S8VMWMFKY,2022-10-07,2023-06-11,84745.0,NE,Van,Weather Damage,V1 was missing after being parked overnight,insured,84745,30,3,1,1.0,247
OF4RPL1I8,2019-08-24,2020-05-13,13986.12,AK,SUV,Weather Damage,V2 was behind V1 when it began backing up,insured,24114,78,1,0,0.58,263
1J2ABL3DY,2021-10-26,2021-12-30,22652.12,NV,SUV,Theft,V1 was damaged by falling tree during storm,insured,48196,53,4,0,0.47,65
H97DIYX02,2018-03-21,2019-03-15,18781.2,WA,Sedan,Head-on Collision,V1 was damaged by falling tree during storm,insured,26085,73,0,0,0.72,359
W1ARVYXTU,2019-07-23,2019-10-11,21015.06,IN,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,95523,73,1,0,0.22,80
YL0BU1IAD,2020-05-28,2020-08-20,42126.0,FL,Truck,Backing Collision,V1 was damaged by falling tree during storm,claimant,49560,29,3,1,0.85,84
YW8WR4IJI,2020-01-22,2020-12-27,468.45,AS,Sedan,Theft,Hailstorm caused significant roof and hood damage to V1,insured,46845,42,2,0,0.01,340
934QPVBXS,2018-04-16,2018-10-03,600.0,VI,SUV,Side-impact,V1 was reported stolen from insured’s driveway,insured,15000,34,5,0,0.04,170
M4NIX4R5B,2021-07-08,2021-07-14,8550.0,VI,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,19,0,0,0.57,6
92HA6ELOU,2019-02-06,2019-09-11,14309.25,KY,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,95395,42,1,0,0.15,217
QX0MUL27B,2018-05-02,2019-01-21,34857.42,OH,SUV,Theft,V1 was missing after being parked overnight,claimant,89378,66,1,0,0.39,264
M7FCJ0OSO,2020-10-24,2021-05-14,12150.0,OR,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,15000,66,4,1,0.81,202
H5V6KPWDM,2018-03-25,2018-12-03,1800.0,IA,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,insured,15000,66,2,0,0.12,253
J3Z7W7N0S,2021-04-20,2021-06-25,70581.81,IN,Coupe,Theft,V2 rear-ended V1 while stopped at a red light,claimant,99411,66,4,1,0.71,66
6WST0XO2D,2022-08-28,2022-10-28,4546.41,AZ,SUV,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,19767,60,3,1,0.23,61
E83QUV5F3,2022-01-13,2022-09-29,61523.28,CT,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,97656,53,1,0,0.63,259
FICLREAY3,2021-10-17,2022-07-18,196.06,DC,Van,Side-impact,V2 entered wrong lane and collided with V1,claimant,19606,79,5,0,0.01,274
SM1PPYZ8J,2022-10-15,2023-06-21,18625.8,OR,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,50340,60,1,0,0.37,249
G2RZGHXIR,2022-01-13,2022-01-18,992.67,CO,Van,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,99267,29,1,0,0.01,5
J6D60AJBV,2021-10-27,2021-11-01,22599.2,VT,Coupe,Side-impact,V1 was reported stolen from insured’s driveway,insured,86920,58,1,0,0.26,5
6JNSCZKM9,2018-12-07,2019-07-06,28103.32,ND,SUV,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,96908,43,3,0,0.29,211
X9E82I5X6,2019-08-28,2019-10-24,62000.0,MT,Truck,Theft,V1 was missing after being parked overnight,insured,100000,80,1,0,0.62,57
5UM4YRV8V,2021-03-01,2021-12-17,5100.0,FL,Sedan,Side-impact,V1 was damaged by falling tree during storm,claimant,15000,26,1,0,0.34,291
OYGHVQIZD,2021-01-03,2021-09-12,2700.0,KY,Van,Side-impact,V1 was damaged by falling tree during storm,insured,15000,80,3,0,0.18,252
82CUDLD5C,2022-11-04,2023-07-22,50000.0,AK,Truck,Theft,V1 was damaged by falling tree during storm,claimant,100000,73,2,1,0.5,260
XBBLN1B5O,2018-07-19,2019-05-31,14795.73,ID,Coupe,Rear-end Collision,V1 was missing after being parked overnight,insured,54799,62,1,0,0.27,316
U833Z5GF0,2020-05-14,2020-09-03,13000.0,VI,Sedan,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,64,1,0,0.13,112
G46U2SLZ2,2021-11-21,2022-02-03,16906.89,VT,SUV,Theft,V2 crossed centerline and hit V1 head-on,claimant,18579,25,0,1,0.91,74
C11UH3DR9,2022-10-03,2022-10-08,7050.0,UT,Van,Rear-end Collision,V1 was damaged by falling tree during storm,insured,15000,44,0,0,0.47,5
9UPSRGI9P,2022-03-07,2022-03-13,8086.82,VT,Coupe,Theft,V1 struck V2 while reversing from parking spot,insured,17206,21,3,1,0.47,6
8TFXSW3HC,2019-03-29,2019-06-16,42224.0,MT,Coupe,Side-impact,V2 crossed centerline and hit V1 head-on,insured,42224,18,0,0,1.0,79
DI74KZT22,2018-10-29,2019-05-19,8100.0,VT,Coupe,Backing Collision,V2 crossed centerline and hit V1 head-on,claimant,15000,29,4,0,0.54,202
THW9P0IEI,2022-01-05,2022-08-23,84682.48,NE,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,98468,80,4,1,0.86,230
HCJJG4LB4,2018-12-12,2019-10-17,38000.0,VT,SUV,Weather Damage,V1 was damaged by falling tree during storm,claimant,100000,46,1,0,0.38,309
5ALIMXSEH,2021-11-14,2022-09-06,7075.78,WA,Coupe,Head-on Collision,V2 turned left and struck the side of V1,insured,17258,32,2,0,0.41,296
J0Y2ATGXI,2021-04-21,2021-05-07,17488.74,KY,Coupe,Theft,V2 was behind V1 when it began backing up,claimant,92046,35,5,1,0.19,16
9C70TRVTF,2018-07-22,2019-04-01,10144.92,IA,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,19892,50,1,0,0.51,253
MRMQ9PKL4,2022-01-29,2022-02-11,11250.0,DC,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,15000,57,1,0,0.75,13
8HB1NO6C6,2022-08-25,2023-05-03,62918.46,IL,Truck,Weather Damage,V1 was damaged by falling tree during storm,claimant,95331,58,0,0,0.66,251
ZH6DU9ZZ9,2018-03-28,2018-04-02,11250.0,KY,SUV,Theft,V2 failed to stop and struck V1 from behind,claimant,15000,27,0,1,0.75,5
9VMHVR04J,2020-05-25,2021-02-13,16785.8,VI,Coupe,Theft,V1 was missing after being parked overnight,insured,24685,68,1,0,0.68,264
CRW9A8RWH,2018-12-05,2019-09-10,41469.4,NE,Van,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,43652,75,1,0,0.95,279
O3U56K7SB,2022-08-12,2022-08-17,20390.88,FL,Sedan,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,88656,22,5,1,0.23,5
FDGJ9KKU7,2020-03-22,2021-03-22,18935.4,WV,Van,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,99660,26,0,0,0.19,365
IM2L184UV,2018-03-15,2018-07-13,1404.6,WA,Van,Theft,V1 was reported stolen from insured’s driveway,insured,23410,32,5,0,0.06,120
M6N6PWE39,2018-04-15,2018-05-27,2635.17,MH,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,15501,75,2,0,0.17,42
60BMTXV4L,2019-12-13,2020-02-02,25493.52,NY,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,98052,49,2,0,0.26,51
9L7TU124T,2018-11-29,2019-08-04,45786.46,OR,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,48709,76,2,1,0.94,248
27JLLZ90Z,2019-02-01,2019-02-06,913.2,NE,Coupe,Weather Damage,V2 turned left and struck the side of V1,insured,91320,46,1,0,0.01,5
23QKG8J7W,2022-06-17,2023-02-27,29422.24,UT,SUV,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,86536,55,4,0,0.34,255
6977XP2KU,2022-01-24,2022-03-19,14373.24,NV,Coupe,Theft,Hailstorm caused significant roof and hood damage to V1,insured,20244,18,3,0,0.71,54
GEORL0YB9,2021-10-15,2021-10-20,5250.0,SD,SUV,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,15000,43,0,0,0.35,5
C55C5MWBW,2018-09-28,2019-05-03,6986.25,WV,Truck,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,15525,69,1,0,0.45,217
ACJ28MSAB,2021-09-23,2022-06-13,4500.0,PA,Coupe,Side-impact,V1 was reported stolen from insured’s driveway,insured,15000,36,1,0,0.3,263
BKAZJMWN2,2019-01-07,2019-11-11,1459.99,VT,Coupe,Theft,V1 was reported stolen from insured’s driveway,insured,20857,77,1,0,0.07,308
K83MNA9TV,2018-02-02,2018-06-19,215.19,PA,SUV,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,21519,59,5,0,0.01,137
4OEPC8TZV,2022-10-15,2023-07-12,94748.0,GA,SUV,Head-on Collision,V1 was missing after being parked overnight,claimant,94748,80,2,1,1.0,270
0DSG62NGX,2020-03-19,2021-01-20,9900.0,PA,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,15000,24,0,0,0.66,307
CYNLAIMA5,2022-12-05,2022-12-10,1000.0,VI,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,100000,32,3,1,0.01,5
7CRCPJ8R1,2019-04-07,2019-08-07,10050.0,NY,SUV,Backing Collision,V2 crossed centerline and hit V1 head-on,claimant,15000,43,5,0,0.67,122
ZNG13WY61,2019-08-13,2019-12-11,33809.04,KY,Coupe,Backing Collision,V2 turned left and struck the side of V1,insured,93914,51,0,0,0.36,120
FIVOCN8DS,2020-12-26,2021-09-19,20241.13,AL,Van,Side-impact,V2 entered wrong lane and collided with V1,claimant,22243,18,5,1,0.91,267
7KVK1XV1J,2020-11-24,2021-09-22,10000.0,TX,Sedan,Backing Collision,V2 turned left and struck the side of V1,insured,100000,76,1,0,0.1,302
L7TG6CD2I,2018-07-08,2018-12-15,3632.76,SD,Van,Weather Damage,V2 was behind V1 when it began backing up,claimant,20182,31,2,1,0.18,160
PE7YKRZ3F,2021-11-18,2021-11-23,5222.07,IN,Van,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,19341,44,3,1,0.27,5
U0LUZJ486,2018-09-15,2018-11-28,4214.8,UT,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,21074,44,0,0,0.2,74
UL6ULM1T6,2018-05-16,2018-05-21,11552.76,IA,Truck,Backing Collision,V1 was missing after being parked overnight,insured,21394,67,5,0,0.54,5
I8UXK02RA,2020-04-29,2020-12-09,13050.0,NE,Sedan,Backing Collision,V2 entered wrong lane and collided with V1,insured,15000,80,3,0,0.87,224
81RXYR24Q,2018-02-03,2018-02-08,13034.14,AK,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,93101,30,2,1,0.14,5
HTLJFEDTE,2022-02-18,2023-02-18,9000.0,WV,Van,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,100000,53,3,0,0.09,365
ETQP3PYOC,2019-09-25,2019-09-30,10588.62,OR,Sedan,Side-impact,V1 was reported stolen from insured’s driveway,claimant,25211,53,3,1,0.42,5
VVV6F4EUX,2022-06-14,2022-06-19,4786.34,WV,Van,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,18409,75,3,0,0.26,5
HQ5R7A2P4,2018-04-06,2018-06-25,61566.97,VT,Coupe,Side-impact,V2 ran a stop sign and hit the side of V1,insured,91891,33,2,0,0.67,80
LEW4P220X,2021-03-02,2021-11-25,6917.52,IN,Van,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,18696,29,5,0,0.37,268
3OBKJQ879,2021-02-05,2021-12-10,49060.0,KY,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,98120,63,5,0,0.5,308
JMQ48B890,2018-06-26,2018-07-01,3490.2,NE,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,23268,53,5,1,0.15,5
ZM8JKX2Y5,2020-11-07,2021-06-21,14041.0,OR,Truck,Theft,V2 rear-ended V1 while stopped at a red light,insured,18475,40,1,0,0.76,226
L3EOWR8J0,2022-10-10,2022-11-25,13282.38,MT,Sedan,Backing Collision,V2 turned left and struck the side of V1,claimant,16398,30,4,1,0.81,46
JMMYR77YH,2022-09-29,2023-06-24,15000.0,MH,Truck,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,80,5,0,1.0,268
3Y8A6M968,2021-12-28,2022-05-22,18107.05,AL,Coupe,Weather Damage,V1 struck V2 while reversing from parking spot,claimant,20345,37,4,1,0.89,145
2YF7QTZ1R,2021-12-19,2022-03-17,59890.32,SC,Truck,Head-on Collision,V2 entered wrong lane and collided with V1,insured,95064,41,4,0,0.63,88
UY5R8T945,2020-03-22,2021-02-14,2100.0,VT,Sedan,Backing Collision,V1 was missing after being parked overnight,insured,15000,59,0,0,0.14,329
0XPOI73T2,2022-12-10,2023-03-02,11550.0,ND,SUV,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,15000,18,5,0,0.77,82
GQYLTX182,2020-03-05,2020-04-29,11484.96,WA,SUV,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,16176,20,0,0,0.71,55
KYB8VODMR,2021-08-29,2021-10-28,73088.14,MA,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,88058,47,2,1,0.83,60
5QSFRPK9V,2021-04-01,2021-06-25,63233.88,FL,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,92991,70,0,0,0.68,85
O8PM4Y2MG,2018-12-21,2019-08-10,4050.0,UT,Coupe,Theft,V1 was missing after being parked overnight,claimant,15000,42,4,1,0.27,232
BNCPRCWFB,2019-01-12,2019-02-11,74806.8,FL,SUV,Backing Collision,V2 was behind V1 when it began backing up,claimant,98430,69,4,0,0.76,30
YACH4L0AH,2019-11-01,2020-07-08,21980.02,WA,Coupe,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,23383,78,0,0,0.94,250
1KG9UZ1KK,2020-02-15,2020-09-22,10510.56,KY,Van,Head-on Collision,V1 was missing after being parked overnight,claimant,43794,51,0,0,0.24,220
TDNUMVEXG,2021-03-20,2021-07-13,10650.0,WA,SUV,Side-impact,V1 was missing after being parked overnight,claimant,15000,69,3,0,0.71,115
4PJI9TT96,2022-09-20,2023-09-10,68333.76,KY,Van,Side-impact,V2 entered wrong lane and collided with V1,claimant,94908,58,5,0,0.72,355
J6VDCF33U,2022-02-17,2022-12-31,29821.2,AZ,SUV,Head-on Collision,V2 failed to stop and struck V1 from behind,claimant,49702,66,1,0,0.6,317
699VNPPUF,2021-11-11,2022-04-30,9063.6,AZ,Truck,Side-impact,V1 was damaged by falling tree during storm,insured,17430,42,2,0,0.52,170
U73UHR5Y5,2018-04-16,2018-06-23,12000.0,CT,Truck,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,100000,80,3,0,0.12,68
KFSNRRLT2,2021-05-03,2021-05-08,48796.0,MT,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,48796,28,1,0,1.0,5
BI305RE29,2020-12-03,2021-10-07,699.84,UT,Van,Side-impact,V1 struck V2 while reversing from parking spot,claimant,23328,56,0,0,0.03,308
U3OM8LHPW,2020-08-31,2021-04-14,16000.0,UT,Coupe,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,59,2,0,0.16,226
F5XK1SYF8,2022-03-05,2022-07-07,15413.78,AS,Sedan,Theft,V1 struck V2 while reversing from parking spot,insured,17923,77,4,1,0.86,124
Z1R505S34,2019-06-28,2020-03-20,19168.5,VI,Sedan,Weather Damage,V1 was damaged by falling tree during storm,insured,24575,35,3,0,0.78,266
CGSPFRJ2N,2020-08-25,2020-09-22,6432.44,KY,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,91892,50,1,0,0.07,28
WBAN52V58,2018-01-18,2018-02-04,54000.0,WA,SUV,Theft,V1 was missing after being parked overnight,claimant,100000,28,0,0,0.54,17
NG0DLHXBA,2022-08-12,2022-12-28,7800.0,NV,Van,Head-on Collision,V1 was missing after being parked overnight,insured,15000,38,1,0,0.52,138
AC6QDCV2I,2018-12-24,2019-10-20,3750.0,MA,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,15000,55,4,0,0.25,300
YQ9GNTDWH,2019-03-02,2019-08-04,14200.12,UT,Truck,Backing Collision,V2 failed to stop and struck V1 from behind,insured,24068,55,1,0,0.59,155
MBUN6XBEL,2020-05-03,2021-04-05,12522.5,AL,Coupe,Head-on Collision,V2 was behind V1 when it began backing up,claimant,25045,18,2,0,0.5,337
KO48DHCBZ,2022-04-29,2022-08-24,9261.12,GA,Sedan,Backing Collision,V1 was damaged by falling tree during storm,claimant,21048,75,5,0,0.44,117
CXQUD8M82,2018-06-16,2018-06-22,26725.82,VI,Truck,Head-on Collision,V1 was damaged by falling tree during storm,claimant,46079,54,5,1,0.58,6
9A7ZZ99HH,2019-12-14,2020-07-29,14000.0,ND,Truck,Weather Damage,V2 was behind V1 when it began backing up,insured,100000,68,2,0,0.14,228
4RWB45D5K,2020-05-18,2020-08-17,14017.85,DE,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,25487,77,1,0,0.55,91
GF39WF58Y,2018-06-01,2018-07-04,95580.89,IL,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,98537,31,4,0,0.97,33
J9OHNJYPO,2021-02-03,2021-11-25,27793.2,VT,Coupe,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,46322,52,0,0,0.6,295
GX49JMZ43,2022-02-12,2022-04-24,21124.95,SD,Coupe,Side-impact,V2 was behind V1 when it began backing up,claimant,22715,50,2,1,0.93,71
D3ZB28MCL,2021-04-07,2021-09-06,41747.58,MT,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,99399,71,5,0,0.42,152
ICE7W683O,2019-02-19,2019-10-21,88881.0,CT,Van,Theft,V2 turned left and struck the side of V1,insured,88881,77,3,1,1.0,244
3FO22ZJ71,2019-08-25,2019-10-18,31000.0,SD,SUV,Theft,V1 was missing after being parked overnight,claimant,100000,59,4,1,0.31,54
9VP4JS6NL,2022-12-19,2023-10-14,518.7,IN,Van,Head-on Collision,V1 was missing after being parked overnight,claimant,25935,80,3,0,0.02,299
M4GL51N5X,2021-09-15,2021-10-24,9585.95,NY,Coupe,Theft,V1 was reported stolen from insured’s driveway,claimant,17429,80,1,0,0.55,39
YOD0R450F,2022-05-15,2022-05-20,45730.52,PA,Van,Backing Collision,V2 crossed centerline and hit V1 head-on,insured,86284,31,1,0,0.53,5
1DEU3DB8A,2019-03-09,2019-12-31,11532.0,NE,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,18600,80,5,0,0.62,297
CR2L6BGRT,2020-02-04,2020-07-22,20541.5,WA,SUV,Theft,V2 entered wrong lane and collided with V1,claimant,29345,73,1,0,0.7,169
4LBJK66KE,2021-05-20,2021-08-22,39853.69,FL,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,92683,24,4,1,0.43,94
9JFO2ATZ4,2022-06-11,2022-11-01,30000.0,CO,Sedan,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,69,3,0,0.3,143
C3IYX95OJ,2018-01-08,2019-01-01,91125.08,AS,Sedan,Theft,V1 was missing after being parked overnight,claimant,99049,28,5,1,0.92,358
W9BFC0XEF,2022-08-13,2022-10-17,6807.0,NE,Truck,Weather Damage,V1 was reported stolen from insured’s driveway,insured,22690,40,1,0,0.3,65
6A9XCXBT6,2021-01-13,2021-09-26,532.0,IA,Van,Side-impact,V2 was behind V1 when it began backing up,insured,53200,54,0,0,0.01,256
HMRYI02O0,2020-09-02,2021-04-05,42797.92,AL,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,97268,62,3,0,0.44,215
YLEQDB2PC,2018-11-15,2019-03-17,14840.43,WV,Sedan,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,44971,37,5,0,0.33,122
3Q1D05AQR,2022-11-20,2023-02-17,564.11,NE,Van,Head-on Collision,V2 turned left and struck the side of V1,insured,56411,44,3,0,0.01,89
JS9NPTPR2,2021-12-09,2022-12-09,481.96,KY,SUV,Side-impact,V1 was missing after being parked overnight,claimant,48196,60,0,0,0.01,365
PRYVF3TIV,2019-05-13,2019-08-24,7086.69,ND,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,18171,25,0,0,0.39,103
EH8VFNQGN,2019-08-17,2020-04-06,8390.52,ND,Coupe,Theft,V1 was reported stolen from insured’s driveway,insured,49356,56,1,0,0.17,233
RHP36KY6Y,2022-04-25,2022-04-30,8100.0,WA,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,15000,50,5,1,0.54,5
DYBV33YW1,2022-08-30,2023-06-24,150.0,WV,Truck,Head-on Collision,V2 turned left and struck the side of V1,claimant,15000,33,0,0,0.01,298
V49TDYF12,2018-03-02,2018-12-07,3000.0,VT,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,15000,26,5,0,0.2,280
CHDAUBM3B,2019-07-20,2019-09-17,8788.5,VI,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,19530,80,0,0,0.45,59
COXZ0OIC6,2018-12-21,2019-01-03,12619.25,WA,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,50477,73,1,0,0.25,13
7W5WLO61P,2019-11-14,2019-11-19,100000.0,SC,Coupe,Rear-end Collision,V2 turned left and struck the side of V1,claimant,100000,80,5,1,1.0,5
O9O2M470N,2021-08-17,2022-06-16,66666.6,NE,Van,Head-on Collision,V2 ran a stop sign and hit the side of V1,insured,95238,72,0,0,0.7,303
9EM9NR73W,2018-01-02,2018-05-23,152.34,OR,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,15234,56,3,0,0.01,141
G5M296NJW,2019-10-19,2020-02-08,21720.26,ID,SUV,Theft,V2 rear-ended V1 while stopped at a red light,insured,27494,39,0,0,0.79,112
U73365RD4,2019-05-25,2020-05-13,534.44,AK,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,53444,34,2,0,0.01,354
6WKECBAOT,2021-04-21,2021-08-02,9900.0,WA,Sedan,Theft,Hailstorm caused significant roof and hood damage to V1,insured,15000,75,4,0,0.66,103
S98IZ3U81,2022-05-17,2022-10-02,2922.36,FL,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,24353,18,2,0,0.12,138
JCZLXOZV4,2022-11-23,2023-03-21,971.6,CO,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,97160,80,3,0,0.01,118
W5NU4IN2K,2021-12-27,2022-09-19,52000.0,WV,Van,Weather Damage,V2 turned left and struck the side of V1,insured,100000,47,2,0,0.52,266
QVB3LTIJA,2020-04-18,2020-04-23,16373.7,KY,Van,Head-on Collision,V2 failed to stop and struck V1 from behind,claimant,90965,67,2,1,0.18,5
RTA4PN9A7,2020-03-09,2020-03-20,94471.0,FL,SUV,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,94471,61,1,0,1.0,11
B726EW7LR,2019-04-26,2020-04-25,48331.17,UT,Van,Theft,V2 was behind V1 when it began backing up,insured,51969,66,0,0,0.93,365
KHT1TGLNS,2022-03-29,2022-09-24,64239.6,OH,Truck,Theft,V2 rear-ended V1 while stopped at a red light,claimant,95880,48,3,1,0.67,179
S2PMIAY8M,2019-09-25,2020-05-19,67184.6,AS,Coupe,Theft,V2 entered wrong lane and collided with V1,claimant,90790,73,3,1,0.74,237
LNCGFQDPS,2022-01-31,2022-12-21,1800.0,MH,SUV,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,15000,80,3,0,0.12,324
Y9MZE9WY5,2019-04-29,2019-05-04,6157.2,IN,Truck,Rear-end Collision,V2 turned left and struck the side of V1,claimant,17592,52,4,1,0.35,5
WDA03DAZ3,2022-04-01,2022-12-01,9939.71,VT,Sedan,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,90361,24,3,0,0.11,244
RWBJ9CPV4,2019-06-12,2020-02-01,56638.23,AS,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,insured,95997,80,3,0,0.59,234
H1RZF1U6V,2019-05-01,2019-06-30,35128.8,KY,Van,Theft,V1 was damaged by falling tree during storm,claimant,51660,42,1,0,0.68,60
QS4HUFN4V,2020-11-11,2021-09-02,7555.4,AL,Coupe,Weather Damage,V1 was damaged by falling tree during storm,insured,20420,35,5,0,0.37,295
NBOOBCK3E,2020-06-03,2020-09-17,31968.42,WV,Coupe,Theft,V1 was reported stolen from insured’s driveway,insured,48437,46,1,0,0.66,106
RVKDXT3U6,2021-06-29,2021-07-30,11788.14,IN,Sedan,Backing Collision,V2 was behind V1 when it began backing up,claimant,23114,53,3,0,0.51,31
